
1682145423323 :: getCall ::  :: 1682145423323 :: 
1682148608788 :: orderBook ::  :: 1682148608958 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'clientId': 'XD08685', 'id': '23042200000536', 'exchOrdId': '', 'qty': 1, 'remainingQuantity': 1, 'filledQty': 0, 'discloseQty': 0, 'limitPrice': 543, 'stopPrice': 0, 'tradedPrice': 0, 'type': 1, 'fyToken': '10100000003045', 'exchange': 10, 'segment': 10, 'symbol': 'NSE:SBIN-EQ', 'instrument': 0, 'message': '', 'offlineOrder': True, 'orderDateTime': '22-Apr-2023 12:21:25', 'orderValidity': 'DAY', 'pan': '', 'productType': 'INTRADAY', 'side': -1, 'status': 6, 'source': 'API', 'ex_sym': 'SBIN', 'description': 'STATE BANK OF INDIA', 'ch': 2.85, 'chp': 0.53, 'lp': 543.15, 'slNo': 5, 'dqQtyRem': 0, 'orderNumStatus': '23042200000536:6', 'disclosedQty': 0}]}

1682148608960 :: orderBook ::  :: 1682148609140 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'clientId': 'XD08685', 'id': '23042200000536', 'exchOrdId': '', 'qty': 1, 'remainingQuantity': 1, 'filledQty': 0, 'discloseQty': 0, 'limitPrice': 543, 'stopPrice': 0, 'tradedPrice': 0, 'type': 1, 'fyToken': '10100000003045', 'exchange': 10, 'segment': 10, 'symbol': 'NSE:SBIN-EQ', 'instrument': 0, 'message': '', 'offlineOrder': True, 'orderDateTime': '22-Apr-2023 12:21:25', 'orderValidity': 'DAY', 'pan': '', 'productType': 'INTRADAY', 'side': -1, 'status': 6, 'source': 'API', 'ex_sym': 'SBIN', 'description': 'STATE BANK OF INDIA', 'ch': 2.85, 'chp': 0.53, 'lp': 543.15, 'slNo': 5, 'dqQtyRem': 0, 'orderNumStatus': '23042200000536:6', 'disclosedQty': 0}]}

1682148609144 :: orderBook ::  :: 1682148609324 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'clientId': 'XD08685', 'id': '23042200000536', 'exchOrdId': '', 'qty': 1, 'remainingQuantity': 1, 'filledQty': 0, 'discloseQty': 0, 'limitPrice': 543, 'stopPrice': 0, 'tradedPrice': 0, 'type': 1, 'fyToken': '10100000003045', 'exchange': 10, 'segment': 10, 'symbol': 'NSE:SBIN-EQ', 'instrument': 0, 'message': '', 'offlineOrder': True, 'orderDateTime': '22-Apr-2023 12:21:25', 'orderValidity': 'DAY', 'pan': '', 'productType': 'INTRADAY', 'side': -1, 'status': 6, 'source': 'API', 'ex_sym': 'SBIN', 'description': 'STATE BANK OF INDIA', 'ch': 2.85, 'chp': 0.53, 'lp': 543.15, 'slNo': 5, 'dqQtyRem': 0, 'orderNumStatus': '23042200000536:6', 'disclosedQty': 0}]}

1682148609327 :: orderBook ::  :: 1682148609516 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'clientId': 'XD08685', 'id': '23042200000536', 'exchOrdId': '', 'qty': 1, 'remainingQuantity': 1, 'filledQty': 0, 'discloseQty': 0, 'limitPrice': 543, 'stopPrice': 0, 'tradedPrice': 0, 'type': 1, 'fyToken': '10100000003045', 'exchange': 10, 'segment': 10, 'symbol': 'NSE:SBIN-EQ', 'instrument': 0, 'message': '', 'offlineOrder': True, 'orderDateTime': '22-Apr-2023 12:21:25', 'orderValidity': 'DAY', 'pan': '', 'productType': 'INTRADAY', 'side': -1, 'status': 6, 'source': 'API', 'ex_sym': 'SBIN', 'description': 'STATE BANK OF INDIA', 'ch': 2.85, 'chp': 0.53, 'lp': 543.15, 'slNo': 5, 'dqQtyRem': 0, 'orderNumStatus': '23042200000536:6', 'disclosedQty': 0}]}

1682148609519 :: orderBook ::  :: 1682148609725 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'clientId': 'XD08685', 'id': '23042200000536', 'exchOrdId': '', 'qty': 1, 'remainingQuantity': 1, 'filledQty': 0, 'discloseQty': 0, 'limitPrice': 543, 'stopPrice': 0, 'tradedPrice': 0, 'type': 1, 'fyToken': '10100000003045', 'exchange': 10, 'segment': 10, 'symbol': 'NSE:SBIN-EQ', 'instrument': 0, 'message': '', 'offlineOrder': True, 'orderDateTime': '22-Apr-2023 12:21:25', 'orderValidity': 'DAY', 'pan': '', 'productType': 'INTRADAY', 'side': -1, 'status': 6, 'source': 'API', 'ex_sym': 'SBIN', 'description': 'STATE BANK OF INDIA', 'ch': 2.85, 'chp': 0.53, 'lp': 543.15, 'slNo': 5, 'dqQtyRem': 0, 'orderNumStatus': '23042200000536:6', 'disclosedQty': 0}]}

1682148705612 :: orderBook ::  :: 1682148705795 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'clientId': 'XD08685', 'id': '23042200000536', 'exchOrdId': '', 'qty': 1, 'remainingQuantity': 1, 'filledQty': 0, 'discloseQty': 0, 'limitPrice': 543, 'stopPrice': 0, 'tradedPrice': 0, 'type': 1, 'fyToken': '10100000003045', 'exchange': 10, 'segment': 10, 'symbol': 'NSE:SBIN-EQ', 'instrument': 0, 'message': '', 'offlineOrder': True, 'orderDateTime': '22-Apr-2023 12:21:25', 'orderValidity': 'DAY', 'pan': '', 'productType': 'INTRADAY', 'side': -1, 'status': 6, 'source': 'API', 'ex_sym': 'SBIN', 'description': 'STATE BANK OF INDIA', 'ch': 2.85, 'chp': 0.53, 'lp': 543.15, 'slNo': 5, 'dqQtyRem': 0, 'orderNumStatus': '23042200000536:6', 'disclosedQty': 0}]}

1682148750080 :: orderBook ::  :: 1682148751293 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'clientId': 'XD08685', 'id': '23042200000536', 'exchOrdId': '', 'qty': 1, 'remainingQuantity': 1, 'filledQty': 0, 'discloseQty': 0, 'limitPrice': 543, 'stopPrice': 0, 'tradedPrice': 0, 'type': 1, 'fyToken': '10100000003045', 'exchange': 10, 'segment': 10, 'symbol': 'NSE:SBIN-EQ', 'instrument': 0, 'message': '', 'offlineOrder': True, 'orderDateTime': '22-Apr-2023 12:21:25', 'orderValidity': 'DAY', 'pan': '', 'productType': 'INTRADAY', 'side': -1, 'status': 6, 'source': 'API', 'ex_sym': 'SBIN', 'description': 'STATE BANK OF INDIA', 'ch': 2.85, 'chp': 0.53, 'lp': 543.15, 'slNo': 5, 'dqQtyRem': 0, 'orderNumStatus': '23042200000536:6', 'disclosedQty': 0}]}

1682148762305 :: orderBook ::  :: 1682148762485 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'clientId': 'XD08685', 'id': '23042200000536', 'exchOrdId': '', 'qty': 1, 'remainingQuantity': 1, 'filledQty': 0, 'discloseQty': 0, 'limitPrice': 543, 'stopPrice': 0, 'tradedPrice': 0, 'type': 1, 'fyToken': '10100000003045', 'exchange': 10, 'segment': 10, 'symbol': 'NSE:SBIN-EQ', 'instrument': 0, 'message': '', 'offlineOrder': True, 'orderDateTime': '22-Apr-2023 12:21:25', 'orderValidity': 'DAY', 'pan': '', 'productType': 'INTRADAY', 'side': -1, 'status': 6, 'source': 'API', 'ex_sym': 'SBIN', 'description': 'STATE BANK OF INDIA', 'ch': 2.85, 'chp': 0.53, 'lp': 543.15, 'slNo': 5, 'dqQtyRem': 0, 'orderNumStatus': '23042200000536:6', 'disclosedQty': 0}]}

1682148767497 :: orderBook ::  :: 1682148767699 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'clientId': 'XD08685', 'id': '23042200000536', 'exchOrdId': '', 'qty': 1, 'remainingQuantity': 1, 'filledQty': 0, 'discloseQty': 0, 'limitPrice': 543, 'stopPrice': 0, 'tradedPrice': 0, 'type': 1, 'fyToken': '10100000003045', 'exchange': 10, 'segment': 10, 'symbol': 'NSE:SBIN-EQ', 'instrument': 0, 'message': '', 'offlineOrder': True, 'orderDateTime': '22-Apr-2023 12:21:25', 'orderValidity': 'DAY', 'pan': '', 'productType': 'INTRADAY', 'side': -1, 'status': 6, 'source': 'API', 'ex_sym': 'SBIN', 'description': 'STATE BANK OF INDIA', 'ch': 2.85, 'chp': 0.53, 'lp': 543.15, 'slNo': 5, 'dqQtyRem': 0, 'orderNumStatus': '23042200000536:6', 'disclosedQty': 0}]}

1682148768706 :: orderBook ::  :: 1682148768877 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'clientId': 'XD08685', 'id': '23042200000536', 'exchOrdId': '', 'qty': 1, 'remainingQuantity': 1, 'filledQty': 0, 'discloseQty': 0, 'limitPrice': 543, 'stopPrice': 0, 'tradedPrice': 0, 'type': 1, 'fyToken': '10100000003045', 'exchange': 10, 'segment': 10, 'symbol': 'NSE:SBIN-EQ', 'instrument': 0, 'message': '', 'offlineOrder': True, 'orderDateTime': '22-Apr-2023 12:21:25', 'orderValidity': 'DAY', 'pan': '', 'productType': 'INTRADAY', 'side': -1, 'status': 6, 'source': 'API', 'ex_sym': 'SBIN', 'description': 'STATE BANK OF INDIA', 'ch': 2.85, 'chp': 0.53, 'lp': 543.15, 'slNo': 5, 'dqQtyRem': 0, 'orderNumStatus': '23042200000536:6', 'disclosedQty': 0}]}

1682148769884 :: orderBook ::  :: 1682148770087 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'clientId': 'XD08685', 'id': '23042200000536', 'exchOrdId': '', 'qty': 1, 'remainingQuantity': 1, 'filledQty': 0, 'discloseQty': 0, 'limitPrice': 543, 'stopPrice': 0, 'tradedPrice': 0, 'type': 1, 'fyToken': '10100000003045', 'exchange': 10, 'segment': 10, 'symbol': 'NSE:SBIN-EQ', 'instrument': 0, 'message': '', 'offlineOrder': True, 'orderDateTime': '22-Apr-2023 12:21:25', 'orderValidity': 'DAY', 'pan': '', 'productType': 'INTRADAY', 'side': -1, 'status': 6, 'source': 'API', 'ex_sym': 'SBIN', 'description': 'STATE BANK OF INDIA', 'ch': 2.85, 'chp': 0.53, 'lp': 543.15, 'slNo': 5, 'dqQtyRem': 0, 'orderNumStatus': '23042200000536:6', 'disclosedQty': 0}]}

1682148771093 :: orderBook ::  :: 1682148771288 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'clientId': 'XD08685', 'id': '23042200000536', 'exchOrdId': '', 'qty': 1, 'remainingQuantity': 1, 'filledQty': 0, 'discloseQty': 0, 'limitPrice': 543, 'stopPrice': 0, 'tradedPrice': 0, 'type': 1, 'fyToken': '10100000003045', 'exchange': 10, 'segment': 10, 'symbol': 'NSE:SBIN-EQ', 'instrument': 0, 'message': '', 'offlineOrder': True, 'orderDateTime': '22-Apr-2023 12:21:25', 'orderValidity': 'DAY', 'pan': '', 'productType': 'INTRADAY', 'side': -1, 'status': 6, 'source': 'API', 'ex_sym': 'SBIN', 'description': 'STATE BANK OF INDIA', 'ch': 2.85, 'chp': 0.53, 'lp': 543.15, 'slNo': 5, 'dqQtyRem': 0, 'orderNumStatus': '23042200000536:6', 'disclosedQty': 0}]}

1682148772295 :: orderBook ::  :: 1682148772494 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'clientId': 'XD08685', 'id': '23042200000536', 'exchOrdId': '', 'qty': 1, 'remainingQuantity': 1, 'filledQty': 0, 'discloseQty': 0, 'limitPrice': 543, 'stopPrice': 0, 'tradedPrice': 0, 'type': 1, 'fyToken': '10100000003045', 'exchange': 10, 'segment': 10, 'symbol': 'NSE:SBIN-EQ', 'instrument': 0, 'message': '', 'offlineOrder': True, 'orderDateTime': '22-Apr-2023 12:21:25', 'orderValidity': 'DAY', 'pan': '', 'productType': 'INTRADAY', 'side': -1, 'status': 6, 'source': 'API', 'ex_sym': 'SBIN', 'description': 'STATE BANK OF INDIA', 'ch': 2.85, 'chp': 0.53, 'lp': 543.15, 'slNo': 5, 'dqQtyRem': 0, 'orderNumStatus': '23042200000536:6', 'disclosedQty': 0}]}

1682148773501 :: orderBook ::  :: 1682148773683 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'clientId': 'XD08685', 'id': '23042200000536', 'exchOrdId': '', 'qty': 1, 'remainingQuantity': 1, 'filledQty': 0, 'discloseQty': 0, 'limitPrice': 543, 'stopPrice': 0, 'tradedPrice': 0, 'type': 1, 'fyToken': '10100000003045', 'exchange': 10, 'segment': 10, 'symbol': 'NSE:SBIN-EQ', 'instrument': 0, 'message': '', 'offlineOrder': True, 'orderDateTime': '22-Apr-2023 12:21:25', 'orderValidity': 'DAY', 'pan': '', 'productType': 'INTRADAY', 'side': -1, 'status': 6, 'source': 'API', 'ex_sym': 'SBIN', 'description': 'STATE BANK OF INDIA', 'ch': 2.85, 'chp': 0.53, 'lp': 543.15, 'slNo': 5, 'dqQtyRem': 0, 'orderNumStatus': '23042200000536:6', 'disclosedQty': 0}]}
